,1 Acropora sp,10B Pocillopora damicornis,11B Pocillopora damicornis,12B Pocillopora damicornis,16 Acropora sp,17 Montipora sp,20 Montipora sp,21 Acropora sp,22 Acropora sp,25A Porites sp,27 Acropora sp,2B Pocillopora damicornis,30B Montipora sp,31B Porites sp,32B Porites sp,33B Montipora sp,34B Montipora sp,35B Montipora sp,36B Montipora sp,3B Pocillopora sp,42B Montipora sp,42C Montipora sp,43B Pocillopora damicornis,45 Porites sp,46B Porites sp,48B Acropora sp,49B Acropora sp,5 Acropora sp,50B Acropora sp,6B Pocillopora damicornis,'7B Porites sp.',8B Montipora sp,9B Montipora sp
Zotu1428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.654475741,2.275025278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86796441,2.338220425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.491569582,0.37917088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.325812319,4.423660263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.179766996,2.527805865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu444,0,0,0,0,0.309864004,0,0,0,0,0,0,0.06992518,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168174633,0.161479149,0.14068655,0.105209367,0,0,0,0
Zotu1938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.835668289,0.758341759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.212063118,2.717391304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344098707,0.37917088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040369787,0,0,0,0,0,0
Zotu2094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.884825247,0.884732053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442412624,0.315975733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393255665,0.56875632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393255665,0.37917088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442412624,0.505561173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.800521064,4.360465116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393255665,0.505561173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245784791,0.18958544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.310377034,2.527805865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245784791,0.631951466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.835668289,0.126390293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.801946616,2.527805865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147470875,0.758341759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2405,19.63534362,0.769489732,0.167807134,0.297353553,0.034429334,0,0,0,0,0,0,8.880497867,0,0,0,0,0,0,0,22.67191306,0,0,6.19933238,0,0,0,0,8.722566123,0,0,0,0,0
Zotu1146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.671336578,2.211830131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.308951482,3.475733064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196627833,0.126390293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu257,0,0,0,0,0,31.83554666,29.94232421,0,0,0,0,0,168.2242991,0,0,4.374969277,2.148634985,38.98305085,63.4057971,0,71.91011236,10.38563037,0,0,0,0,0,0,0,0,0,77.06766917,34.25117529
Zotu239,0,0,0,0,0,14.91722758,11.90330102,0,0,0,0,0,48.59813084,0,0,1.86796441,1.137512639,14.40677966,32.00483092,0,31.46067416,3.319996595,0,0,0,0,0,0,0,0,0,30.07518797,15.44660846
Zotu1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.40869095,2.654196158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.491569582,0.884732053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.752789657,2.591001011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.589883498,0.884732053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196627833,0.442366026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639040456,1.390293225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu373,0,0,0,0,5.095541401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294941749,0.631951466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.835668289,0.947927199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3590,0.701262272,0.048093108,0,0,0.413152006,9.277787884,30.55589643,0,0,0,0.047630388,0.13985036,0,0.308546745,0.380807312,0,0.126390293,0,0,0.187371182,0,0,0.07947862,0,0,0,0,0,0,0,7.910349374,31.95488722,63.80120887
Zotu2246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.688197414,0.947927199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.737354373,0.884732053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.212063118,3.665318504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.096888365,3.222952477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.933982205,1.137512639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294941749,0.442366026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.327237871,1.137512639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08145308,1.327098079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54072654,0.442366026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.818807452,2.591001011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393255665,0.37917088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344098707,0.695146613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.374969277,4.802831143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.491569582,0.37917088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.49014403,3.854903943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393255665,0.126390293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196627833,0.252780586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.015435285,1.516683519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu158,0,0,0,0,0,0,0,0,0,0,0,0.06992518,0,0,0,0,0,0,0,0.046842796,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.179766996,1.200707786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.654475741,2.148634985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.605318783,2.906976744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639040456,0.56875632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54072654,0.505561173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393255665,0.126390293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.603893231,5.245197169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54072654,0.56875632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393255665,0.505561173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2093,0,0,0,0,0,0,0,0,0,0,0,0.06992518,0,0,0,0.589883498,0.442366026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.015435285,2.338220425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245784791,0.252780586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344098707,0.884732053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344098707,0.252780586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639040456,0.18958544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.786511331,0.821536906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.228923954,1.706268959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639040456,0.505561173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.983139163,1.011122346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.933982205,0.947927199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294941749,0.315975733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.425551787,1.263902932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344098707,0.252780586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.835668289,0.758341759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.933982205,0.758341759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245784791,0.252780586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54072654,0.947927199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196627833,0.442366026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.983139163,1.390293225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.998574448,2.717391304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.752789657,3.34934277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393255665,0.315975733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245784791,0.505561173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.195202281,3.602123357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54072654,0.56875632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344098707,0.56875632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.589883498,0.56875632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54072654,0.442366026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.589883498,0.758341759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54072654,0.947927199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147470875,0.442366026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.278080912,1.137512639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.376394829,1.390293225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.03087057,3.286147624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.786511331,0.505561173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.440987072,3.854903943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.130610038,1.200707786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.785085779,2.906976744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442412624,0.37917088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245784791,0.505561173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245784791,0.315975733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393255665,0.37917088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.785085779,3.34934277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.162906159,2.464610718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.835668289,0.695146613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294941749,0.442366026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.161480608,5.687563195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196627833,0.37917088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.096888365,3.033367037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294941749,0.126390293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393255665,0.315975733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu687,0,0,0,0,0,0,0,0,0,6.930693069,0,0,0,10.18204258,12.56664128,0,0,0,0,0,0,0,0,1.607717042,2.698775171,0,0,0,0,0,1.977587343,0,0
Zotu391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344098707,0.252780586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.491569582,1.011122346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62217962,1.453488372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.589883498,0.56875632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.179766996,0.821536906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08145308,1.137512639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.424126235,3.475733064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.835668289,0.56875632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442412624,0.758341759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294941749,0.37917088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.457847908,1.895854398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393255665,0.56875632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1330,0,0,0,0,0,0,0,0,0,0,0,0.06992518,0,0,0,1.966278327,2.022244692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.720493536,1.390293225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54072654,0.884732053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344098707,0.252780586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.425551787,1.263902932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344098707,0.18958544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442412624,0.315975733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196627833,0.315975733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393255665,0.315975733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.884825247,0.37917088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.835668289,0.252780586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442412624,0.252780586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86796441,1.516683519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.858968753,0,0,2.254486428,0,0,0,0
Zotu2458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.884825247,0.758341759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.835668289,1.137512639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.032296122,0.315975733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
