,1 Acropora sp,10B Pocillopora damicornis,11B Pocillopora damicornis,12B Pocillopora damicornis,16 Acropora sp,17 Montipora sp,20 Montipora sp,21 Acropora sp,22 Acropora sp,25A Porites sp,27 Acropora sp,2B Pocillopora damicornis,30B Montipora sp,31B Porites sp,32B Porites sp,33B Montipora sp,34B Montipora sp,35B Montipora sp,36B Montipora sp,3B Pocillopora sp,42B Montipora sp,42C Montipora sp,43B Pocillopora damicornis,45 Porites sp,46B Porites sp,48B Acropora sp,5 Acropora sp,50B Acropora sp,6B Pocillopora damicornis,'7B Porites sp.',8B Montipora sp,9B Montipora sp
Zotu1192,53.57142857,0,0,188.8888889,0,12.42236025,0,40.4040404,8.333333333,44.7761194,0,0,38.0952381,0,0,62.5,131.5789474,77.92207792,0,46.875,26.31578947,0,74.71264368,0,0,0,154.7619048,20,0,0,0,102.8571429
Zotu9430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.02702703,0,0,0,0,0,0,0
Zotu166,0,0,0,0,0,0,245.7627119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu348,0,0,0,0,330.4347826,0,0,0,0,0,0,2521.73913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.71428571
Zotu491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,704.4534413,0,0,0,0,0,0
Zotu2499,0,0,0,77.77777778,0,0,0,0,0,7.462686567,13.69863014,0,28.57142857,0,687.5,0,39.47368421,0,0,0,0,51.28205128,0,0,0,0,0,0,0,0,0,11.42857143
Zotu69,0,31.25,0,0,0,0,0,0,0,0,0,0,0,0,62.5,0,0,0,0,0,0,0,0,620.8530806,0,0,0,0,0,0,0,0
Zotu2080,0,31.25,0,0,0,0,0,0,16.66666667,0,0,14.49275362,0,0,0,0,0,0,0,0,0,0,5.747126437,0,0,0,0,0,0,0,0,0
Zotu261,0,0,0,0,0,0,0,0,0,0,178.0821918,3927.536232,38.0952381,0,0,0,118.4210526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu102,0,0,0,0,0,74.53416149,0,0,0,0,0,10434.78261,0,0,62.5,0,250,0,0,0,0,0,402.2988506,0,0,0,0,0,0,0,0,0
Zotu2612,0,0,0,11.11111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8125,0,0,5.747126437,0,0,0,0,0,0,0,0,0
Zotu186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5244,0,0,0,0,0,0,25.42372881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.1376518,0,0,0,0,0,0
Zotu1182,0,0,0,0,0,12.42236025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.048582996,11.9047619,0,0,0,0,0
Zotu835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu288,0,0,0,0,0,0,0,0,0,0,123.2876712,0,47.61904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1404.761905,0
Zotu7895,0,0,66.66666667,0,0,6.211180124,0,10.1010101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.39344262,0,0
Zotu6192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu161,0,0,0,0,0,0,0,0,0,0,452.0547945,0,76.19047619,0,0,6125,0,0,0,0,0,0,0,0,6378.378378,0,0,0,0,0,0,0
Zotu1191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3875,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1220,0,0,0,0
Zotu236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7021,0,0,0,0,0,12.42236025,0,0,0,0,0,14.49275362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.196721311,0,5.714285714
Zotu8774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.747126437,0,0,0,0,0,0,0,0,0
Zotu3623,0,0,0,11.11111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu239,0,0,4761.904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu301,0,0,0,0,0,0,0,1262.626263,1625,626.8656716,0,0,0,0,0,0,0,0,0,7.8125,0,0,0,0,0,0,0,0,0,0,2785.714286,0
Zotu4045,17.85714286,0,0,0,0,6.211180124,0,0,16.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,11.49425287,0,0,0,0,0,0,0,23.80952381,0
Zotu227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2532.786885,0,0
Zotu4781,35.71428571,0,0,44.44444444,0,0,0,20.2020202,0,7.462686567,0,0,9.523809524,0,0,0,0,0,0,0,0,25.64102564,5.747126437,0,0,0,39.68253968,10,0,0,0,11.42857143
Zotu6936,0,0,0,0,139.1304348,0,0,101.010101,8.333333333,0,13.69863014,0,0,0,0,0,0,25.97402597,0,7.8125,0,0,0,0,0,24.29149798,0,0,0,0,0,5.714285714
Zotu584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7340,0,0,0,0,0,0,0,0,8.333333333,22.3880597,0,0,0,0,0,0,0,0,0,0,0,0,11.49425287,0,0,0,3.968253968,0,0,0,0,11.42857143
Zotu7697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.739336493,0,0,0,0,0,0,0,0
Zotu211,0,0,0,0,686.9565217,0,0,0,0,0,0,5028.985507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.4285714
Zotu1762,0,0,0,22.22222222,0,0,0,0,0,14.92537313,0,0,0,0,0,0,0,0,0,7.8125,0,0,0,0,0,0,7.936507937,0,0,0,0,17.14285714
Zotu3504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu424,125,0,2104.761905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2030,0,0,0,0
Zotu222,0,0,0,0,0,0,0,0,0,0,0,7347.826087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu259,0,0,0,0,0,0,0,0,0,0,0,0,0,47.61904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3581.967213,0,0
Zotu1742,0,0,0,44.44444444,0,18.63354037,0,30.3030303,16.66666667,111.9402985,0,0,9.523809524,0,0,0,78.94736842,64.93506494,0,0,0,0,114.9425287,0,0,0,119.047619,0,0,0,0,85.71428571
Zotu1479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280
Zotu220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,877.0491803,0,0
Zotu832,0,0,0,0,0,0,0,60.60606061,0,52.23880597,0,0,47.61904762,0,0,0,39.47368421,220.7792208,0,0,0,0,172.4137931,0,0,0,218.2539683,0,0,0,0,160
Zotu328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8125,0,0,0,0,0,0,0,0,0,0,0,0
Zotu296,1678.571429,0,0,0,0,279.5031056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315.7894737,0,0,0,0,0,0
Zotu1207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.19433198,3.968253968,0,0,32.78688525,0,17.14285714
Zotu909,0,0,0,0,0,236.0248447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu755,0,0,0,33.33333333,0,0,0,0,0,0,0,0,0,0,0,0,52.63157895,12.98701299,0,39.0625,0,0,0,0,0,0,59.52380952,20,0,0,0,17.14285714
Zotu4496,0,0,47.61904762,0,0,0,0,0,8.333333333,0,0,0,0,0,0,0,0,0,0,15.625,0,0,0,0,0,0,0,0,0,0,0,0
Zotu184,0,0,0,0,0,0,33.89830508,7232.323232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2297.297297,0,0,0,0,0,0,0
Zotu553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542.5101215,0,0,0,0,0,0
Zotu85,0,0,0,0,0,0,42.37288136,232.3232323,0,29.85074627,27.39726027,0,133.3333333,0,0,0,0,0,0,0,0,0,0,0,3216.216216,1562.753036,0,0,0,0,0,274.2857143
Zotu1850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu709,0,0,0,0,0,0,0,0,0,0,1958.90411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.7440758,0,0,0,0,0,0,0,0
Zotu1972,660.7142857,0,0,0,0,124.2236025,0,0,0,0,0,188.4057971,0,0,0,0,0,0,0,0,0,0,28.73563218,42.65402844,0,0,0,0,0,106.557377,0,17.14285714
Zotu3231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.98850575,0,0,24.29149798,0,0,0,0,0,0
Zotu788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,758.6206897,0,0,0,0,0,0,0,0,0
Zotu730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6552,0,0,0,0,0,0,0,0,0,0,0,0,0,47.61904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu333,0,0,0,0,3660.869565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1410,0,187.5,0,0,0,12.42236025,0,10.1010101,25,0,0,14.49275362,0,0,0,0,0,12.98701299,0,0,0,0,45.97701149,0,0,12.14574899,7.936507937,10,0,24.59016393,71.42857143,0
Zotu1584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.94736842,0,0,0,0,0,0,0,0,178.1376518,0,0,0,0,0,0
Zotu8823,0,0,47.61904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu733,0,0,0,0,0,590.0621118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1217,0,0,0,0,0,0,8.474576271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu773,0,0,0,22.22222222,0,0,0,10.1010101,8.333333333,7.462686567,0,0,0,0,0,0,0,0,0,0,0,0,22.98850575,0,0,0,35.71428571,0,0,0,0,11.42857143
Zotu4775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.95734597,0,0,0,0,0,0,0,0
Zotu5103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu262,0,0,0,0,0,0,0,0,3900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1688,0,0,0,0,0,0,8.474576271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.02702703,0,0,0,0,0,0,0
Zotu192,0,0,0,0,0,6.211180124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3960,0,0,0,0,0,0,0,0,8.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.97165992,0,0,0,0,0,0
Zotu2206,0,0,0,0,0,0,0,0,0,0,0,0,57.14285714,0,0,0,0,0,0,0,0,0,63.2183908,0,0,0,0,0,0,0,0,0
Zotu1255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
Zotu8338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.15789474,0,0,0,26.31578947,0,0,0,0,4.048582996,0,0,0,0,0,0
Zotu433,0,0,0,0,1913.043478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu731,0,0,0,0,0,546.5838509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5864,0,0,0,0,0,0,0,0,0,0,0,0,0,47.61904762,0,0,0,0,0,0,0,0,0,0,0,28.34008097,0,20,0,0,0,0
Zotu405,0,0,2085.714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.714285714
Zotu6559,0,0,0,11.11111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2028.340081,0,0,0,0,0,0
Zotu765,35.71428571,0,0,55.55555556,0,0,0,10.1010101,0,0,0,0,0,0,0,0,13.15789474,12.98701299,0,23.4375,52.63157895,0,22.98850575,0,0,0,39.68253968,0,0,0,0,22.85714286
Zotu5656,0,0,0,0,0,80.74534161,101.6949153,111.1111111,125,0,0,14.49275362,0,0,0,500,0,0,0,0,0,0,5.747126437,0,0,336.0323887,0,60,0,0,0,0
Zotu302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.73563218,0,0,0,150.7936508,0,0,0,0,0
Zotu1777,0,0,0,11.11111111,0,0,0,0,0,22.3880597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.936507937,0,0,0,0,5.714285714
Zotu676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534.4827586,0,0,0,0,0,0,0,0,0
Zotu1381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu145,0,0,0,0,0,0,0,0,0,0,0,0,180.952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,9452.380952,0
Zotu490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu150,0,0,0,0,0,0,0,0,0,0,575.3424658,11159.42029,133.3333333,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu510,0,0,0,0,0,55.90062112,50.84745763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289.4736842,0,0,0,0,0,0,0,0,0,0,0
Zotu6461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.69668246,0,0,0,0,0,0,0,0
Zotu264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.5060729,0,0,0,0,0,0
Zotu6394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.95734597,0,0,0,0,0,0,0,0
Zotu165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2180.327869,0,0
Zotu508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu303,0,0,0,0,0,0,0,0,0,0,109.5890411,0,0,0,0,0,223.6842105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,643.7246964,0,0,0,2573.770492,23.80952381,0
Zotu825,17.85714286,0,0,0,0,12.42236025,0,10.1010101,16.66666667,0,0,14.49275362,0,0,0,0,0,0,0,0,26.31578947,0,63.2183908,0,0,8.097165992,0,0,0,65.57377049,71.42857143,0
Zotu242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1125.714286
Zotu2730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7671,0,0,0,0,8.695652174,0,8.474576271,0,0,0,0,0,9.523809524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu269,0,0,0,0,0,0,0,0,0,0,0,0,9.523809524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.5974026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu135,4071.428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303.6437247,83.33333333,0,0,0,0,0
Zotu4710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.625,0,0,5.747126437,0,0,0,0,0,0,0,0,0
Zotu327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1057,0,0,0,0,0,6.211180124,0,0,0,14.92537313,0,0,0,0,0,0,13.15789474,0,0,0,0,0,11.49425287,0,0,0,3.968253968,0,0,0,0,0
Zotu1282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.3507109,0,0,0,0,0,0,0,0
Zotu403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu797,0,0,0,0,0,0,0,656.5656566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.97402597,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1065,35.71428571,0,0,0,52.17391304,0,0,0,0,7.462686567,0,0,371.4285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.29149798,0,0,0,0,0,0
Zotu514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10437.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.625,0,0,5.747126437,0,0,0,0,0,0,8.196721311,0,0
Zotu983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340.0809717,0,0,0,0,0,0
Zotu285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.968253968,0,0,0,0,0
Zotu973,0,0,0,0,0,428.5714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2896,0,0,0,0,0,12.42236025,76.27118644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu271,0,0,0,0,0,0,0,0,0,0,178.0821918,4333.333333,47.61904762,0,0,0,131.5789474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4430,0,0,0,0,60.86956522,0,16.94915254,50.50505051,8.333333333,0,0,0,0,0,0,0,0,25.97402597,0,7.8125,0,0,0,0,0,12.14574899,0,0,0,0,0,0
Zotu1125,0,0,0,0,0,0,8.474576271,0,0,0,0,0,0,0,0,0,0,12.98701299,0,0,0,0,0,0,27.02702703,0,0,0,0,0,0,0
Zotu959,0,0,0,33.33333333,0,0,0,10.1010101,8.333333333,14.92537313,0,0,0,0,0,0,0,0,0,0,0,0,11.49425287,0,0,0,15.87301587,0,0,0,0,5.714285714
Zotu919,0,0,0,0,0,0,16.94915254,0,0,0,0,0,9.523809524,0,0,0,0,129.8701299,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2478,0,0,0,0,0,6.211180124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.196721311,0,0
Zotu3426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3540.983607,0,0
Zotu648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1280,0,0,0,0
Zotu989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640,0,0,0,0
Zotu748,17.85714286,0,0,77.77777778,0,0,0,10.1010101,8.333333333,22.3880597,0,0,9.523809524,0,0,0,13.15789474,12.98701299,0,46.875,0,0,11.49425287,0,0,0,31.74603175,0,0,0,0,11.42857143
Zotu1053,0,62.5,0,0,0,18.63354037,25.42372881,0,25,0,13.69863014,0,0,95.23809524,0,0,0,0,0,0,52.63157895,0,40.22988506,0,0,16.19433198,3.968253968,10,0,24.59016393,23.80952381,0
Zotu593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.714285714
Zotu4885,0,0,0,0,0,0,0,0,8.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,5.747126437,0,0,0,3.968253968,0,0,0,0,0
Zotu5625,0,0,0,0,0,0,0,0,0,0,205.4794521,0,19.04761905,0,0,0,0,0,0,0,0,0,5.747126437,0,0,12.14574899,39.68253968,510,0,32.78688525,0,0
Zotu842,0,0,0,0,0,18.63354037,0,10.1010101,8.333333333,7.462686567,0,0,0,0,0,0,0,0,0,0,0,0,5.747126437,0,0,0,15.87301587,0,0,0,0,0
Zotu3206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2419,0,0,0,0,0,0,0,0,0,0,27.39726027,0,0,0,0,0,0,0,250,0,0,0,40.22988506,0,0,0,0,0,0,0,0,0
Zotu292,0,0,0,0,0,0,0,0,0,0,205.4794521,3565.217391,9.523809524,0,0,0,78.94736842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,574.8987854,0,0,0,0,0,0
Zotu117,0,0,0,0,0,0,0,0,0,0,0,0,0,95.23809524,0,0,0,0,3041.666667,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3215,0,62.5,9.523809524,0,0,6.211180124,50.84745763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.196721311,0,0
Zotu6765,0,0,0,0,0,0,0,0,0,0,0,0,0,428.5714286,187.5,0,0,0,0,0,0,0,0,0,54.05405405,157.8947368,0,60,0,0,0,0
Zotu387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1113.360324,0,0,0,0,0,0
Zotu1087,0,0,0,0,17.39130435,0,0,0,0,0,27.39726027,28.98550725,0,0,0,0,0,0,0,0,0,0,11.49425287,0,0,0,0,0,41.66666667,8.196721311,0,0
Zotu1098,0,0,0,0,0,0,8.474576271,0,0,0,0,0,0,0,0,0,0,12.98701299,0,0,0,0,0,0,27.02702703,0,0,0,0,0,0,0
