	Kingdom	Phylum	Class	Order	Family	Genus	Species	Isolate	Isolate_percent_id
Zotu9125	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales					0
Zotu9126	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides			0
Zotu9127	Bacteria	Planctomycetota	Planctomycetota Pla3_lineage						0
Zotu9128	Bacteria								0
Zotu9129	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellulaceae Pir4_lineage			0
Zotu913	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Flammeovirgaceae	Flexithrix			0
Zotu9130	Bacteria	Proteobacteria	Alphaproteobacteria	Defluviicoccales	Defluviicoccaceae	Defluviicoccus			0
Zotu9131	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae				0
Zotu9132	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae				0
Zotu9133	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae				0
Zotu9134	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Flammeovirgaceae				0
Zotu9135	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Blastopirellula			0
Zotu9136	Bacteria	Proteobacteria	Alphaproteobacteria	Thalassobaculales					0
Zotu9137	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Thermoanaerobaculaceae Subgroup0			0
Zotu9138	Bacteria	Bacteroidota	Bacteroidia						0
Zotu9139	Bacteria	Myxococcota	Polyangia	Nannocystales	Nannocystaceae	Nannocystis			0
Zotu914	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Paraspirulinaceae	Spirulina_drto-55.2			0
Zotu9140	Bacteria	Firmicutes	Bacilli	Thermoactinomycetales	Thermoactinomycetaceae	Planifilum			0
Zotu9141	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Dyadobacter			0
Zotu9142	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Crocinitomix			0
Zotu9144	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrionaceae Om27_clade			0
Zotu9145	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Rubritalea			0
Zotu9146	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae				0
Zotu9147	Bacteria	Latescibacterota							0
Zotu9148	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Roseibacillus			0
Zotu9149	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	Sandaracinus			0
Zotu915	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales					0
Zotu9150	Bacteria	Cyanobacteria	Cyanobacteriia						0
Zotu9151	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methyloligellaceae				0
Zotu9152	Bacteria								0
Zotu9153	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae				0
Zotu9154	Bacteria	Planctomycetota	Planctomycetota Om190						0
Zotu9155	Bacteria	Proteobacteria	Alphaproteobacteria	Kordiimonadales					0
Zotu9156	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Amoebophilaceae	Candidatus_amoebophilus			0
Zotu9157	Bacteria	Cyanobacteria	Cyanobacteriia	Limnotrichales	Limnotrichaceae	Limnothrix			0
Zotu9158	Bacteria	Nb1-j							0
Zotu9162	Bacteria	Proteobacteria	Alphaproteobacteria						0
Zotu9163	Bacteria	SAR324_clade(Marine_group_B)							0
Zotu9164	Bacteria	Proteobacteria	Alphaproteobacteria						0
Zotu9165	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae				0
Zotu9166	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium			0
Zotu9167	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae				0
Zotu9168	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales					0
Zotu9169	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rhodopirellula			0
Zotu917	Bacteria	Proteobacteria	Alphaproteobacteria	Parvibaculales	Parvibaculales Ps1_clade				0
Zotu9170	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rhodopirellula			0
Zotu9171	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Flammeovirgaceae	Flexithrix			0
Zotu9172	Bacteria	Proteobacteria	Alphaproteobacteria						0
Zotu9173	Bacteria	Planctomycetota	Planctomycetota Om190						0
Zotu9174	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Blastopirellula			0
Zotu9175	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae				0
Zotu9176	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Filomicrobium			0
Zotu9177	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae				0
Zotu9178	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Amoebophilaceae				0
Zotu9179	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Urania-1b-19_marine_sediment_group			0
Zotu918	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae				0
Zotu9180	Bacteria	Proteobacteria	Alphaproteobacteria	Kiloniellales	Kiloniellaceae				0
Zotu9181	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae				0
Zotu9182	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales					0
Zotu9183	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rhodopirellula			0
Zotu9184	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales					0
Zotu9185	Bacteria	Cyanobacteria	Cyanobacteriia	Phormidesmiales	Phormidesmiaceae				0
Zotu9186	Bacteria	Proteobacteria	Alphaproteobacteria	Kordiimonadales	Kordiimonadaceae	Kordiimonas			0
Zotu9187	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Amoebophilaceae	Candidatus_amoebophilus			0
Zotu9188	Bacteria								0
Zotu919	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae				0
Zotu9191	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae				0
Zotu9192	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio			0
Zotu9193	Bacteria	Chloroflexi	Chloroflexi Gitt-gs-136						0
Zotu9194	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales					0
Zotu9195	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Paenarthrobacter			0
Zotu9196	Bacteria	Proteobacteria	Alphaproteobacteria	Kiloniellales	Kiloniellaceae				0
Zotu9197	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Thermoanaerobaculaceae Subgroup0			0
Zotu9198	Bacteria	Proteobacteria	Alphaproteobacteria						0
Zotu9199	Bacteria	Planctomycetota	Planctomycetota Om190						0
Zotu92	Bacteria	Proteobacteria	Alphaproteobacteria	Kordiimonadales	Kordiimonadaceae	Kordiimonas			0
Zotu920	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Muricauda			0
Zotu9200	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Microcystaceae				0
Zotu9201	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_nitrosopumilus			0
Zotu9202	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Milano-wf1b-44					0
Zotu9203	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Portibacter			0
Zotu9204	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Portibacter			0
Zotu9205	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	Vicingus			0
Zotu9207	Bacteria	Cyanobacteria	Cyanobacteriia	Thermosynechococcales					0
Zotu9208	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae				0
Zotu9209	Bacteria	SAR324_clade(Marine_group_B)							0
Zotu921	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Cyanobacteriaceae	Symphothece_pcc-7002			0
Zotu9210	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae				0
Zotu9211	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Ekhidna			0
Zotu9212	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae				0
Zotu9213	Bacteria	Planctomycetota	Planctomycetota Vadinha49						0
Zotu9214	Bacteria	Cyanobacteria	Cyanobacteriia	Phormidesmiales	Phormidesmiaceae				0
Zotu9215	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Lentimonas			0
Zotu9216	Bacteria	Nb1-j							0
Zotu9217	Bacteria	Bacteroidota	Bacteroidia	Cytophagales					0
Zotu9218	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiales Dev007				0
Zotu9219	Bacteria	Cyanobacteria	Cyanobacteriia						0
Zotu922	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellulaceae Pir4_lineage			0
Zotu9220	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Dorea			0
Zotu9221	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Blastopirellula			0
Zotu9223	Bacteria	Bacteroidota	Bacteroidia						0
Zotu9224	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Blastopirellula			0
Zotu9225	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillales Gven-f17				0
Zotu9227	Bacteria	Cyanobacteria	Cyanobacteriia	Thermosynechococcales	Thermosynechococcaceae	Synechococcus_ir11			0
Zotu9229	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Duganella			0
Zotu9230	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Portibacter			0
Zotu9231	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio			0
Zotu9232	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae				0
Zotu9233	Bacteria	Cyanobacteria	Cyanobacteriia	Thermosynechococcales	Acaryochloridaceae	Acaryochloris_mbic11017			0
Zotu9234	Bacteria	Planctomycetota	Planctomycetota Om190						0
Zotu9235	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae				0
Zotu9236	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methyloligellaceae				0
Zotu9237	Bacteria	Proteobacteria	Gammaproteobacteria						0
Zotu9239	Bacteria	Proteobacteria	Gammaproteobacteria						0
Zotu9240	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfobacteraceae				0
Zotu9241	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae				0
Zotu9242	Bacteria	Proteobacteria	Alphaproteobacteria						0
Zotu9243	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae				0
Zotu9244	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae				0
Zotu9245	Bacteria	Planctomycetota	Planctomycetota						0
Zotu9246	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiales Dev007				0
Zotu9247	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales					0
Zotu9248	Bacteria	Proteobacteria	Alphaproteobacteria						0
Zotu9249	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae				0
Zotu9250	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae				0
Zotu9251	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae				0
Zotu9252	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales					0
Zotu9253	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales	Actinomarinaceae	Candidatus_actinomarina			0
Zotu9254	Bacteria	Proteobacteria	Alphaproteobacteria	Defluviicoccales					0
Zotu9255	Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae				0
Zotu9256	Bacteria	Latescibacterota							0
Zotu9257	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter			0
Zotu9258	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae				0
Zotu9259	Bacteria	Proteobacteria	Gammaproteobacteria						0
Zotu926	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae				0
Zotu9260	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae				0
Zotu9261	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales	Ardenticatenaceae				0
Zotu9262	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Thermoanaerobaculaceae Subgroup0			0
Zotu9263	Bacteria	Cyanobacteria	Vampirivibrionia	Obscuribacterales	Obscuribacteraceae				0
Zotu9264	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales					0
Zotu9265	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Alkalibacterium			0
Zotu9266	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae				0
Zotu9267	Bacteria								0
Zotu9268	Bacteria	Acidobacteriota	Acidobacteriota Subgroup_22						0
Zotu927	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rhodopirellula			0
Zotu9270	Bacteria	Planctomycetota	Planctomycetota vadinHA49						0
Zotu9271	Bacteria	Cyanobacteria	Cyanobacteriia	Eurycoccales	Eurycoccales_incertae_sedis	Synechococcus_pcc-7336			0
Zotu9274	Bacteria	Proteobacteria	Gammaproteobacteria						0
Zotu9275	Bacteria	Cyanobacteria	Cyanobacteriia	Phormidesmiales	Nodosilineaceae	Nodosilineaceae Mbic10086			0
Zotu9276	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Muricauda			0
Zotu9277	Bacteria	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae				0
Zotu9278	Bacteria	Proteobacteria	Alphaproteobacteria						0
Zotu9279	Bacteria								0
Zotu928	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Gilvibacter			0
Zotu9280	Bacteria	Planctomycetota	Planctomycetota Om190						0
Zotu9281	Bacteria	Chloroflexi	Anaerolineae	Anaerolineae Sbr1031					0
Zotu9282	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae				0
Zotu9283	Bacteria	Bacteroidota	Bacteroidia						0
Zotu9284	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae				0
Zotu9285	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio			0
Zotu9286	Bacteria	Proteobacteria	Alphaproteobacteria						0
Zotu9287	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rhodopirellula			0
Zotu9288	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	Vicingus			0
Zotu9289	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Blastopirellula			0
Zotu929	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-methylorubrum			0
Zotu9290	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae				0
Zotu9291	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	Vicingus			0
Zotu9292	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae				0
Zotu9293	Bacteria	Proteobacteria	Alphaproteobacteria	Kiloniellales	Kiloniellaceae				0
Zotu9294	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Rubritalea			0
Zotu9295	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae				0
Zotu9296	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Blastopirellula			0
Zotu9297	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Crocinitomix			0
Zotu9298	Bacteria	Proteobacteria	Alphaproteobacteria						0
Zotu9299	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Parahaliea			0
Zotu93	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Trichodesmium_ims101			0
Zotu9300	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Bogoriellaceae	Georgenia			0
Zotu9301	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Portibacter			0
Zotu9302	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellulaceae Pir4_lineage			0
Zotu9303	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Kangiellaceae	Aliikangiella			0
Zotu9304	Bacteria	Nb1-j							0
Zotu9305	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae				0
Zotu9306	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae				0
Zotu9308	Bacteria	Proteobacteria	Gammaproteobacteria						0
Zotu9309	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Pseudofulvibacter			0
Zotu931	Bacteria	Firmicutes	Bacilli						0
Zotu9310	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Terasakiellaceae				0
Zotu9311	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae				0
Zotu9313	Bacteria								0
Zotu9314	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Moritellaceae	Paramoritella			0
Zotu9315	Bacteria	Proteobacteria	Gammaproteobacteria						0
Zotu9317	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae				0
Zotu9318	Bacteria	Cyanobacteria	Cyanobacteriia	Limnotrichales	Limnotrichaceae	Limnothrix			0
Zotu9319	Bacteria	Planctomycetota	Planctomycetota Om190						0
Zotu9320	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio			0
Zotu9321	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae				0
Zotu9322	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales					0
Zotu9323	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Thaumasiovibrio			0
Zotu9324	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio			0
Zotu9325	Bacteria	Planctomycetota	Planctomycetota 028h05-p-bn-p5						0
Zotu9326	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter			0
Zotu9327	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Lysinibacillus			0
Zotu9328	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rhodopirellula			0
Zotu9329	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales					0
Zotu933	Bacteria	Proteobacteria	Gammaproteobacteria						0
Zotu9331	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia			0
Zotu9332	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales					0
Zotu9333	Bacteria	Planctomycetota	Planctomycetota Pla3_lineage						0
Zotu9334	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae				0
Zotu9336	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseovarius			0
Zotu9337	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Portibacter			0
Zotu9338	Bacteria	Planctomycetota	Planctomycetota Om190						0
Zotu9339	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio			0
Zotu934	Bacteria	Proteobacteria	Alphaproteobacteria						0
Zotu9340	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales					0
Zotu9341	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae				0
Zotu9342	Bacteria	Nb1-j							0
Zotu9343	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae				0
Zotu9344	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales					0
Zotu9345	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Aureispira			0
Zotu9346	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae				0
Zotu9347	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Om182_clade					0
Zotu9348	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae				0
Zotu9349	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerae Msbl9					0
Zotu935	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Erythrobacter			0
Zotu9350	Bacteria	Desulfobacterota	Desulfuromonadia	Bradymonadales					0
Zotu9351	Bacteria	Calditrichota	Calditrichia	Calditrichales	Calditrichaceae				0
Zotu9352	Bacteria	Bacteroidota	Bacteroidia						0
Zotu9353	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Microtrichaceae	Microtrichaceae Sva0996_marine_group			0
Zotu9354	Bacteria								0
Zotu9355	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter			0
Zotu9356	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia			0
Zotu9357	Bacteria	Proteobacteria							0
Zotu9358	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Crocinitomix			0
Zotu9359	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella			0
Zotu936	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae				0
Zotu9360	Bacteria	Planctomycetota	Planctomycetota Om190						0
Zotu9361	Bacteria	Proteobacteria	Alphaproteobacteria	Kiloniellales	Kiloniellaceae	Pelagibius			0
Zotu9362	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Rubritalea			0
Zotu9363	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Oscillatoriaceae				0
Zotu9365	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula			0
Zotu9366	Bacteria	Planctomycetota	Planctomycetota Vadinha49						0
Zotu9367	Bacteria	Calditrichota	Calditrichia	Calditrichales	Calditrichaceae				0
Zotu9368	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae				0
Zotu9369	Bacteria	Planctomycetota	Planctomycetota Bd7-11						0
Zotu937	Bacteria	Proteobacteria	Alphaproteobacteria	Parvibaculales	Parvibaculales Ps1_clade				0
Zotu9370	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae				0
Zotu9371	Bacteria	Verrucomicrobiota	Verrucomicrobiae						0
Zotu9372	Bacteria	Proteobacteria	Alphaproteobacteria						0
Zotu9373	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiales Dev007				0
Zotu9374	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrionaceae Om27_clade			0
Zotu9375	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Cetobacterium			0
Zotu9376	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Roseimarinus			0
Zotu9377	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae				0
Zotu9379	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriales Ns11-12_marine_group				0
Zotu938	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Xenococcaceae	Chroococcidiopsis_pcc-6712			0
Zotu9380	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Altererythrobacter			0
Zotu9381	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae				0
Zotu9382	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales					0
Zotu9383	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales					0
Zotu9384	Bacteria	Planctomycetota	Planctomycetota						0
Zotu9385	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae				0
Zotu9386	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales					0
Zotu9387	Bacteria	Nb1-j							0
Zotu9388	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Bythopirellula			0
Zotu9389	Bacteria	Proteobacteria	Gammaproteobacteria						0
Zotu9390	Bacteria	Planctomycetota	Planctomycetota Om190						0
Zotu9391	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae				0
Zotu9392	Bacteria	Proteobacteria	Alphaproteobacteria	Thalassobaculales					0
Zotu9393	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales					0
Zotu9394	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Thiothrix			0
Zotu9395	Bacteria	Bacteroidota	Bacteroidia						0
Zotu9396	Bacteria								0
Zotu9397	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae				0
Zotu9398	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter			0
Zotu9399	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriales Ns11-12_marine_group				0
Zotu94	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Rubritalea			0
Zotu940	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Synechococcales_incertae_sedis	Schizothrix_lege_07164			0
Zotu9400	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter			0
Zotu9401	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Agaribacterium			0
Zotu9402	Bacteria	Firmicutes	Bacilli	Entomoplasmatales	Entomoplasmatales_incertae_sedis	Candidatus_hepatoplasma			0
