	Kingdom	Phylum	Class	Order	Family	Genus	Species	Isolate	Isolate_percent_id
Zotu10276	Bacteria	Cyanobacteria	Cyanobacteriia	Phormidesmiales	Phormidesmiaceae				0
Zotu10278	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Muricauda			0
Zotu1028	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Blastopirellula			0
Zotu10280	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Flammeovirgaceae	Algivirga			0
Zotu10282	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Lewinella			0
Zotu10284	Bacteria	Bacteroidota	Bacteroidia						0
Zotu10285	Bacteria	Proteobacteria	Gammaproteobacteria						0
Zotu10286	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae				0
Zotu10287	Bacteria	Proteobacteria	Gammaproteobacteria						0
Zotu10288	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae				0
Zotu1029	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium			0
Zotu10290	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae				0
Zotu10291	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Haloferula			0
Zotu10292	Bacteria								0
Zotu10293	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae				0
Zotu10294	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae				0
Zotu10295	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Amoebophilaceae				0
Zotu10296	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rhodopirellula			0
Zotu10298	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiales Dev007				0
Zotu10299	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales					0
Zotu103	Bacteria	Cyanobacteria	Cyanobacteriia	Limnotrichales	Limnotrichaceae	Limnothrix			0
Zotu1030	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae				0
Zotu10300	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae				0
Zotu10301	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales					0
Zotu10302	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys			0
Zotu10303	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrionaceae Om27_clade			0
Zotu10304	Bacteria	Proteobacteria	Alphaproteobacteria						0
Zotu10305	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae				0
Zotu10306	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella			0
Zotu10307	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae				0
Zotu10308	Bacteria	Proteobacteria	Alphaproteobacteria						0
Zotu10309	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae				0
Zotu1031	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola			0
Zotu10310	Bacteria	Bacteroidota	Bacteroidia						0
Zotu10311	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae				0
Zotu10312	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae				0
Zotu10313	Bacteria	Proteobacteria	Gammaproteobacteria	Piscirickettsiales	Piscirickettsiaceae	Candidatus_endoecteinascidia			0
Zotu10314	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Reichenbachiella			0
Zotu10315	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	Pyrinomonadaceae Rb42			0
Zotu10316	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales					0
Zotu10317	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	Labilibacter			0
Zotu10318	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Flammeovirgaceae	Algivirga			0
Zotu10319	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae				0
Zotu1032	Bacteria	Proteobacteria	Gammaproteobacteria						0
Zotu10321	Bacteria	Acidobacteriota	Acidobacteriota Subgroup_22						0
Zotu10322	Bacteria	Desulfobacterota	Desulfuromonadia	Bradymonadales					0
Zotu10323	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rhodopirellula			0
Zotu10324	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales					0
Zotu10325	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Filomicrobium			0
Zotu10326	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Ekhidna			0
Zotu10327	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae				0
Zotu10328	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Hoc36					0
Zotu10329	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiales Dev007				0
Zotu1033	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Roseimarinus			0
Zotu10330	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellulaceae Pir4_lineage			0
Zotu10331	Bacteria	Bacteroidota	Bacteroidia						0
Zotu10332	Bacteria	Chloroflexi	Anaerolineae						0
Zotu10333	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae				0
Zotu10334	Bacteria	Cyanobacteria	Cyanobacteriia	Thermosynechococcales					0
Zotu10335	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Blastopirellula			0
Zotu10336	Bacteria	Cyanobacteria	Cyanobacteriia	Phormidesmiales	Phormidesmiaceae	Acrophormium_pcc-7375			0
Zotu10337	Bacteria	Cyanobacteria	Cyanobacteriia	Phormidesmiales					0
Zotu10338	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria At-s2-59					0
Zotu10339	Bacteria	Planctomycetota	Planctomycetota OM190						0
Zotu10340	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Phycisphaeraceae Sm1a02			0
Zotu10341	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales					0
Zotu10342	Bacteria	Gemmatimonadota	Longimicrobia	Longimicrobiales	Longimicrobiaceae				0
Zotu10343	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae				0
Zotu10344	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio			0
Zotu10345	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria JTB23					0
Zotu10346	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Persicirhabdus			0
Zotu10347	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Aestuariibacter			0
Zotu10348	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Reichenbachiella			0
Zotu10349	Bacteria	Proteobacteria	Alphaproteobacteria						0
Zotu1035	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio			0
Zotu10350	Bacteria	Chloroflexi	Chloroflexi Kd4-96						0
Zotu10351	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrionaceae Om27_clade			0
Zotu10352	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales					0
Zotu10353	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Muricauda			0
Zotu10354	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales					0
Zotu10355	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiales Dev007				0
Zotu10356	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae				0
Zotu10357	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae				0
Zotu10358	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiales Dev007				0
Zotu10359	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae				0
Zotu1036	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Geitlerinemaceae	Geitlerinema_pcc-7105			0
Zotu10360	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	Vicingus			0
Zotu10361	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Halobacteriovorax			0
Zotu10362	Bacteria	Proteobacteria	Alphaproteobacteria	Dongiales	Dongiaceae	Dongia			0
Zotu10363	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiales Sm2d12				0
Zotu10364	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Tundrisphaera			0
Zotu10365	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Erythrobacter			0
Zotu10366	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae				0
Zotu10367	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales					0
Zotu10369	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae				0
Zotu1037	Bacteria	Proteobacteria	Gammaproteobacteria						0
Zotu10371	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales					0
Zotu10372	Bacteria								0
Zotu10373	Bacteria	Bacteroidota	Bacteroidia	Cytophagales					0
Zotu10374	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Amoebophilaceae				0
Zotu10375	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae				0
Zotu10376	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales					0
Zotu10377	Bacteria	Desulfobacterota							0
Zotu10378	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Urania-1b-19_marine_sediment_group			0
Zotu10379	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Microtrichaceae	Microtrichaceae Sva0996_marine_group			0
Zotu1038	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Saccharospirillaceae	Reinekea			0
Zotu10380	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae				0
Zotu10382	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellulaceae Pir4_lineage			0
Zotu10383	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Lewinella			0
Zotu10384	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae				0
Zotu10386	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Phaeodactylibacter			0
Zotu10388	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_incertae_sedis	Gammaproteobacteria Unknown_family				0
Zotu10389	Bacteria	Proteobacteria	Gammaproteobacteria						0
Zotu1039	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae				0
Zotu10391	Bacteria	Proteobacteria	Alphaproteobacteria	Kiloniellales	Kiloniellaceae				0
Zotu10392	Bacteria	Acidobacteriota	Holophagae	Acanthopleuribacterales	Acanthopleuribacteraceae	Acanthopleuribacter			0
Zotu10394	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae				0
Zotu10395	Bacteria	Proteobacteria	Gammaproteobacteria						0
Zotu10396	Bacteria	Myxococcota	Polyangia	Nannocystales	Nannocystaceae				0
Zotu10397	Bacteria	Planctomycetota	Planctomycetota Om190						0
Zotu10398	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae				0
Zotu10399	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Cyanobacteriaceae	Symphothece_pcc-7002			0
Zotu104	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae				0
Zotu1040	Bacteria	Bacteroidota	Bacteroidia	Cytophagales					0
Zotu10401	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Ki89a_clade					0
Zotu10403	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae				0
Zotu10407	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Urania-1b-19_marine_sediment_group			0
Zotu10409	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae				0
Zotu10410	Bacteria	Proteobacteria	Alphaproteobacteria	Kiloniellales	Kiloniellaceae				0
Zotu10411	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium			0
Zotu10412	Bacteria	Proteobacteria	Alphaproteobacteria						0
Zotu10413	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidetes_bd2-2				0
Zotu10415	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrionaceae Om27_clade			0
Zotu10416	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales					0
Zotu10417	Bacteria	Bacteroidota	Bacteroidia						0
Zotu10418	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae				0
Zotu10419	Bacteria	Bacteroidota	Bacteroidia						0
Zotu1042	Bacteria	Cyanobacteria	Cyanobacteriia						0
Zotu10420	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae				0
Zotu10422	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae				0
Zotu10423	Bacteria	Bacteroidota	Bacteroidia						0
Zotu10424	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae				0
Zotu10426	Bacteria	Cyanobacteria	Cyanobacteriia	Phormidesmiales	Phormidesmiaceae	Acrophormium_pcc-7375			0
Zotu10427	Bacteria	Planctomycetota	Planctomycetota Om190						0
Zotu10428	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Thermoanaerobaculaceae Subgroup0			0
Zotu10429	Bacteria	Proteobacteria	Gammaproteobacteria	Granulosicoccales	Granulosicoccaceae	Granulosicoccus			0
Zotu10430	Bacteria	Proteobacteria	Alphaproteobacteria						0
Zotu10431	Bacteria	Proteobacteria	Alphaproteobacteria	Thalassobaculales					0
Zotu10432	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium			0
Zotu10433	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae				0
Zotu10434	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	Blastocatella			0
Zotu10435	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Blastopirellula			0
Zotu10436	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Xenococcaceae	Pleurocapsa_pcc-7319			0
Zotu10437	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Cerasicoccus			0
Zotu10438	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Parasphingopyxis			0
Zotu1044	Bacteria	Proteobacteria	Alphaproteobacteria	Kordiimonadales	Kordiimonadaceae	Kordiimonas			0
Zotu10440	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Lewinella			0
Zotu10441	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Thalassotalea			0
Zotu10442	Bacteria	Planctomycetota	Planctomycetota Bd7-11						0
Zotu10443	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Limibaculum			0
Zotu10444	Bacteria	Bacteroidota	Bacteroidia						0
Zotu10445	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae				0
Zotu10446	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Myxococcaceae P3ob-42			0
Zotu10447	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	Vicingus			0
Zotu10448	Bacteria	Bacteroidota	Bacteroidia	Cytophagales					0
Zotu10449	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola			0
Zotu1045	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Muricauda			0
Zotu10450	Bacteria	Bacteroidota	Bacteroidia						0
Zotu10451	Bacteria	Chloroflexi	Anaerolineae	Anaerolineae Sbr1031					0
Zotu10452	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Ferrimonas			0
Zotu10453	Bacteria	Bacteroidota	Bacteroidia						0
Zotu10454	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae				0
Zotu10455	Bacteria	Proteobacteria	Alphaproteobacteria	Kiloniellales	Kiloniellaceae	Tistlia			0
Zotu10456	Bacteria	Proteobacteria	Alphaproteobacteria						0
Zotu10457	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Thalassotalea			0
Zotu10458	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Thalassotalea			0
Zotu10459	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Lentimonas			0
Zotu1046	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Cerasicoccus			0
Zotu10461	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium			0
Zotu10462	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae				0
Zotu10463	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rhodopirellula			0
Zotu10464	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria  Sar86_clade					0
Zotu10465	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae				0
Zotu10467	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Henriciella			0
Zotu10468	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae				0
Zotu10469	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae				0
Zotu10470	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrionaceae Om27_clade			0
Zotu10471	Bacteria	Cyanobacteria	Cyanobacteriia						0
Zotu10472	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriales Ns11-12_marine_group				0
Zotu10473	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellulaceae Pir4_lineage			0
Zotu10474	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	Rubinisphaeraceae Sh-pl14			0
Zotu10475	Bacteria	Myxococcota	Polyangia	Polyangia Blfdi19					0
Zotu10476	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae				0
Zotu10477	Bacteria	Proteobacteria	Alphaproteobacteria	Kordiimonadales	Kordiimonadaceae	Kordiimonas			0
Zotu10478	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Om182_clade					0
Zotu10479	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Reichenbachiella			0
Zotu1048	Bacteria	Planctomycetota	Planctomycetota Om190						0
Zotu10480	Bacteria	Proteobacteria	Gammaproteobacteria						0
Zotu10481	Bacteria	Chloroflexi	Anaerolineae						0
Zotu10482	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae				0
Zotu10483	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter			0
Zotu10484	Bacteria	Calditrichota	Calditrichia	Calditrichales	Calditrichaceae	Calorithrix			0
Zotu10485	Bacteria	Bacteroidota	Bacteroidia						0
Zotu10486	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella			0
Zotu10487	Bacteria	Proteobacteria	Gammaproteobacteria						0
Zotu10488	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodoplanes			0
Zotu10489	Bacteria	Proteobacteria	Gammaproteobacteria						0
Zotu1049	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Litorimonas			0
Zotu10490	Bacteria	Myxococcota	Polyangia	Nannocystales	Nannocystaceae	Nannocystis			0
Zotu10491	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria Sar11_clade					0
Zotu10492	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae				0
Zotu10493	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae				0
Zotu10495	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae				0
Zotu10496	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Agaribacter			0
Zotu10497	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter			0
Zotu10498	Bacteria	Cyanobacteria	Cyanobacteriia						0
Zotu10499	Bacteria	Proteobacteria	Gammaproteobacteria						0
Zotu105	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae				0
Zotu1050	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae				0
Zotu10501	Bacteria	Acidobacteriota	Holophagae	Acanthopleuribacterales	Acanthopleuribacteraceae	Acanthopleuribacter			0
Zotu10502	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Bythopirellula			0
Zotu10503	Bacteria	Myxococcota	Polyangia	Nannocystales	Nannocystaceae				0
Zotu10504	Bacteria	Bacteroidota	Bacteroidia						0
Zotu10505	Bacteria	Cyanobacteria	Cyanobacteriia	Phormidesmiales	Phormidesmiaceae				0
Zotu10506	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Candidatus_thiobios			0
Zotu10507	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Geodermatophilaceae				0
Zotu10508	Bacteria	Proteobacteria	Gammaproteobacteria						0
Zotu10510	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriales NS9_marine_group				0
Zotu10511	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales					0
Zotu10512	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae				0
Zotu10514	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrionaceae Om27_clade			0
Zotu10516	Bacteria	Planctomycetota	Planctomycetota OM190						0
Zotu10517	Bacteria	Planctomycetota	Planctomycetota Om190						0
Zotu10518	Bacteria	Proteobacteria	Alphaproteobacteria						0
Zotu10519	Bacteria	Proteobacteria	Gammaproteobacteria						0
Zotu1052	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Mbae14					0
Zotu10520	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellulaceae Pir4_lineage			0
Zotu10521	Bacteria	Proteobacteria	Alphaproteobacteria						0
Zotu10522	Bacteria	Cyanobacteria	Cyanobacteriia						0
Zotu10523	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae				0
Zotu10524	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Blastopirellula			0
Zotu10525	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Om182_clade					0
Zotu10526	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae				0
Zotu10527	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Ccd24					0
